Brand,Condition,Fuel,Distance,Model,Price,Registered_City,Transaction_Type,Year
Honda,Used,Petrol,14.0,Other,420000.0,Lahore,Cash,1995.0
Suzuki,Used,Petrol,48000.0,Wagon R,850000.0,Islamabad,Cash,2007.0
Suzuki,Used,Petrol,99000.0,Mehran VXR,430000.0,Lahore,Cash,2010.0
Toyota,Used,Petrol,123000.0,Vitz,645000.0,Karachi,Cash,1999.0
Toyota,New,Petrol,53000.0,Corolla GLI,1320000.0,Karachi,Cash,2013.0
Daihatsu,Used,Petrol,1.0,Mira,825000.0,Karachi,Cash,2008.0
Toyota,New,Petrol,48000.0,Vitz,1425000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,96578.0,Cultus VXR,800000.0,Karachi,Cash,2013.0
Honda,New,CNG,4000.0,Accord,170000.0,Karachi,Cash,1983.0
Toyota,Used,Petrol,143.0,Platz,645000.0,Karachi,Cash,1999.0
Toyota,Used,CNG,60000.0,Vitz,765000.0,Karachi,Cash,2012.0
Toyota,Used,Petrol,30000.0,Vitz,1130000.0,Karachi,Cash,2010.0
Honda,New,Hybrid,95000.0,Freed,1975000.0,Karachi,Cash,2013.0
Honda,Used,Petrol,85000.0,Accord,950000.0,Karachi,Cash,2003.0
Suzuki,Used,CNG,80000.0,Bolan,465000.0,Karachi,Cash,2007.0
Daihatsu,Used,Petrol,37800.0,Mira,1175000.0,Karachi,Cash,2015.0
Suzuki,Used,CNG,95000.0,Cultus VXR,505000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,115500.0,Cultus VXR,820000.0,Lahore,Cash,2012.0
Suzuki,Used,Petrol,100000.0,Cultus VXR,440000.0,Karachi,Cash,2001.0
Suzuki,Used,CNG,145000.0,Baleno,500000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,177264.0,Swift,915000.0,Karachi,Cash,2010.0
Suzuki,Used,CNG,57.0,Alto,335000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,123.0,Khyber,320000.0,Karachi,Cash,1997.0
Subaru,Used,Petrol,98000.0,Other,720000.0,Karachi,Cash,2012.0
Suzuki,Used,Petrol,115500.0,Cultus VXR,820000.0,Lahore,Cash,2012.0
BMW,Used,Petrol,100.0,3 Series,750000.0,Karachi,Cash,1992.0
Suzuki,Used,CNG,60000.0,Cultus VXR,475000.0,Karachi,Cash,2007.0
Toyota,Used,Petrol,140000.0,Corrolla Altis,840000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,123456.0,Margalla,375000.0,Karachi,Cash,1998.0
Suzuki,Used,CNG,500000.0,Bolan,490000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,100000.0,Mehran VX,200000.0,Karachi,Cash,1997.0
Toyota,Used,Petrol,110000.0,Corolla GLI,1575000.0,Karachi,Cash,2013.0
Suzuki,Used,Petrol,137000.0,Cultus VXR,560000.0,Karachi,Cash,2006.0
Chevrolet,Used,Hybrid,50000.0,Other,210000.0,Karachi,Cash,2006.0
Daihatsu,Used,Petrol,35000.0,Tanto,1125000.0,Karachi,Cash,2014.0
Suzuki,Used,Petrol,12345.0,Mehran VXR,390000.0,Karachi,Cash,2006.0
Suzuki,Used,Hybrid,100000.0,Margalla,375000.0,Karachi,Cash,1996.0
Suzuki,Used,Petrol,50000.0,Cultus VXR,730000.0,Karachi,Cash,2011.0
Daihatsu,Used,Petrol,166000.0,Hijet,710000.0,Karachi,Cash,2010.0
Toyota,Used,Petrol,108000.0,Corolla XLI,1080000.0,Karachi,Cash,2009.0
Toyota,New,Petrol,130000.0,Passo,1015000.0,Karachi,Cash,2011.0
Honda,Used,Petrol,59000.0,City IVTEC,1575000.0,Karachi,Cash,2016.0
Nissan,Used,CNG,300000.0,Sunny,350000.0,Karachi,Cash,1983.0
Suzuki,Used,Petrol,100000.0,Khyber,170000.0,Karachi,Cash,1992.0
Suzuki,New,Petrol,14000.0,Swift,1550000.0,Karachi,Cash,2018.0
Suzuki,Used,Petrol,3778.0,APV,300000.0,Islamabad,Installment/Leasing,2016.0
Toyota,Used,Petrol,121100.0,Aqua,1750000.0,Karachi,Cash,2013.0
Toyota,Used,Petrol,83000.0,Corolla XLI,1725000.0,Lahore,Cash,2015.0
Nissan,New,Petrol,5.0,Dayz,270000.0,Karachi,Installment/Leasing,2018.0
Honda,Used,Petrol,65000.0,City IVTEC,1450000.0,Karachi,Cash,2014.0
Daihatsu,Used,Petrol,96500.0,Cuore,700000.0,Karachi,Cash,2007.0
Suzuki,New,Petrol,100000.0,Mehran VXR,195000.0,Karachi,Cash,1996.0
Suzuki,Used,Petrol,233222.0,Bolan,150000.0,Lahore,Installment/Leasing,2010.0
Suzuki,Used,CNG,800.0,FX,110000.0,Karachi,Cash,1986.0
Suzuki,Used,CNG,55000.0,Mehran VX,510000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,2500.0,Margalla,430000.0,Bahawalnagar,Cash,1998.0
Toyota,Used,Hybrid,60000.0,Corolla GLI,800000.0,Karachi,Cash,2004.0
Toyota,Used,Petrol,125000.0,Corolla XLI,1350000.0,Multan,Cash,2011.0
Mitsubishi,Used,Petrol,2000.0,Lancer,200000.0,Karachi,Cash,1986.0
Suzuki,Used,CNG,100000.0,Mehran VX,150000.0,Karachi,Cash,1992.0
Toyota,Used,Petrol,48100.0,Corrolla Altis,1700000.0,Lahore,Cash,2015.0
Daihatsu,Used,CNG,185000.0,Cuore,445000.0,Karachi,Cash,2007.0
Toyota,Used,Petrol,100000.0,Corolla XLI,1100000.0,Karachi,Cash,2009.0
Suzuki,Used,Petrol,80000.0,Cultus VXR,530000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,400000.0,APV,1300000.0,Karachi,Cash,2006.0
Toyota,Used,Petrol,160000.0,Vitz,995000.0,Lahore,Cash,2013.0
Suzuki,Used,Petrol,60000.0,Mehran VXR,680000.0,Karachi,Cash,2011.0
Toyota,Used,Petrol,80000.0,Corolla GLI,1300000.0,Karachi,Cash,2011.0
Suzuki,Used,Hybrid,100.0,Cultus VXR,635000.0,Karachi,Cash,2009.0
Honda,Used,Petrol,1.0,City IVTEC,1130000.0,Karachi,Cash,2011.0
Daihatsu,New,Petrol,81000.0,Mira,960000.0,Lahore,Cash,2011.0
Suzuki,Used,Petrol,200000.0,Khyber,150000.0,Karachi,Cash,1990.0
Daihatsu,Used,Petrol,99999.0,Charade,270000.0,Karachi,Cash,1987.0
Mercedes,Used,Petrol,1212121.0,200 D,220000.0,Karachi,Cash,1980.0
Honda,New,Petrol,880000.0,Vamos,700000.0,Karachi,Cash,2009.0
Suzuki,Used,CNG,157081.0,Swift,165000.0,Karachi,Cash,1991.0
Daihatsu,New,Petrol,1.0,Mira,1200000.0,Karachi,Installment/Leasing,2018.0
Suzuki,Used,CNG,123456.0,Cultus VXR,470000.0,Karachi,Cash,2006.0
Suzuki,New,CNG,1.0,Cultus VXR,565000.0,Karachi,Cash,2007.0
Honda,Used,Petrol,2000.0,Civic Prosmetic,720000.0,Karachi,Cash,2005.0
Suzuki,New,CNG,78000.0,Cultus VXR,575000.0,Karachi,Cash,2009.0
Suzuki,Used,CNG,235.0,Khyber,210000.0,Karachi,Cash,1998.0
Suzuki,Used,CNG,100000.0,Baleno,490000.0,Karachi,Cash,2004.0
Suzuki,Used,CNG,198531.0,Alto,480000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,1.0,Cultus VXR,510000.0,Karachi,Cash,2005.0
Other Brands,Used,Petrol,150000.0,Other,60000.0,Karachi,Cash,1984.0
Suzuki,Used,CNG,9999.0,Khyber,250000.0,Karachi,Cash,1994.0
Daihatsu,Used,CNG,118505.0,Cuore,500000.0,Karachi,Cash,2007.0
Honda,Used,Petrol,150000.0,Civic VTi Oriel Prosmatec,1100000.0,Faisalabad,Cash,2007.0
Daihatsu,Used,CNG,100000.0,Charade,255000.0,Karachi,Cash,1987.0
Toyota,Used,Petrol,1.0,Vitz,850000.0,Karachi,Cash,2002.0
Toyota,Used,Petrol,90000.0,Passo,865000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,100000.0,Carry,150000.0,Karachi,Cash,1981.0
Suzuki,Used,CNG,188000.0,Alto,450000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,12000.0,Mehran VXR,170000.0,Karachi,Cash,1993.0
Nissan,Used,CNG,1999.0,Sunny,190000.0,Karachi,Cash,1989.0
Suzuki,Used,Petrol,43000.0,Wagon R,1175000.0,Karachi,Cash,2016.0
Suzuki,Used,CNG,90000.0,Mehran VXR,230000.0,Karachi,Cash,2004.0
Suzuki,Used,CNG,51000.0,Alto,650000.0,Karachi,Cash,2011.0
Honda,Used,Petrol,99425.0,City IDSI,765000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,1.0,Mehran VXR,350000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,95000.0,Alto,480000.0,Karachi,Cash,2008.0
Suzuki,Used,CNG,85000.0,Bolan,490000.0,Karachi,Cash,2010.0
Honda,Used,CNG,112000.0,City Aspire,600000.0,Karachi,Cash,2000.0
Suzuki,New,CNG,139252.0,Alto,410000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,71000.0,Aqua,1625000.0,Karachi,Cash,2012.0
Honda,Used,Petrol,100000.0,City IDSI,565000.0,Karachi,Cash,2000.0
Suzuki,Used,Petrol,51000.0,Every Wagon,1425000.0,Karachi,Cash,2013.0
Toyota,New,Petrol,47000.0,Vitz,1650000.0,Karachi,Cash,2018.0
Suzuki,Used,Petrol,655487.0,Khyber,320000.0,Faisalabad,Cash,1999.0
Suzuki,Used,CNG,10000.0,Bolan,430000.0,Karachi,Cash,2008.0
Suzuki,Used,Petrol,200.0,Mehran VXR,350000.0,Karachi,Cash,2004.0
Toyota,Used,Petrol,18500.0,Corolla GLI,2050000.0,Karachi,Cash,2017.0
Toyota,New,Petrol,1.0,Corolla GLI,500000.0,Karachi,Installment/Leasing,2018.0
Honda,Used,Petrol,60000.0,City IDSI,850000.0,Karachi,Cash,2008.0
Daihatsu,Used,CNG,89523.0,Cuore,435000.0,Karachi,Cash,2004.0
Daihatsu,Used,Petrol,78800.0,Mira,1100000.0,Karachi,Cash,2013.0
Daewoo,Used,CNG,90000.0,Racer,180000.0,Karachi,Cash,1996.0
Honda,Used,Petrol,100000.0,Civic EXi,380000.0,Karachi,Cash,1999.0
Other Brands,Used,Petrol,100000.0,Other,130000.0,Islamabad,Cash,1993.0
Honda,Used,Petrol,60000.0,City IDSI,850000.0,Karachi,Cash,2008.0
Suzuki,Used,CNG,1234.0,FX,95000.0,Karachi,Cash,1986.0
Suzuki,Used,Petrol,2908699.0,Cultus VXL,400000.0,Karachi,Cash,2002.0
Suzuki,Used,Petrol,4016.0,Khyber,305000.0,Islamabad,Cash,1991.0
Suzuki,Used,Petrol,25000.0,Bolan,550000.0,Karachi,Cash,2013.0
Toyota,Used,Petrol,111.0,Passo,850000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,90000.0,Cultus VXR,630000.0,Karachi,Cash,2008.0
Suzuki,Used,Petrol,58000.0,Mehran VXR,700000.0,Mardan,Cash,2016.0
Daihatsu,Used,CNG,1.0,Charade,180000.0,Karachi,Cash,1986.0
Mitsubishi,Used,Petrol,57000.0,Ek Wagon,1095000.0,Karachi,Cash,2014.0
Toyota,Used,Petrol,63050.0,Vitz,1125000.0,Karachi,Cash,2009.0
Suzuki,Used,CNG,200.0,Other,490000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,150000.0,Kei,725000.0,Karachi,Cash,2006.0
Honda,Used,CNG,100000.0,Other,80000.0,Karachi,Cash,1984.0
Suzuki,Used,Petrol,68000.0,Mehran VXR,370000.0,Karachi,Cash,2009.0
Toyota,Used,Petrol,161000.0,Corolla GLI,1225000.0,Lahore,Cash,2010.0
Suzuki,Used,CNG,160000.0,Alto,180000.0,Chiniot,Cash,2004.0
Toyota,Used,Petrol,189000.0,Rav4,1690000.0,Lahore,Cash,2003.0
Toyota,Used,Petrol,141000.0,Passo,1065000.0,Karachi,Cash,2010.0
Daihatsu,Used,Petrol,60000.0,Cuore,350000.0,Lahore,Cash,2000.0
Suzuki,Used,CNG,100000.0,Khyber,215000.0,Karachi,Cash,1996.0
Daihatsu,Used,Petrol,94000.0,Hijet,899000.0,Karachi,Cash,2011.0
Daihatsu,Used,CNG,123456.0,Cuore,500000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,91000.0,Corolla GLI,1775000.0,Islamabad,Cash,2014.0
Suzuki,Used,Petrol,92000.0,Cultus VXR,810000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,75000.0,Margalla,230000.0,Karachi,Cash,1994.0
Honda,Used,Petrol,111.0,Civic VTi Oriel Prosmatec,1375000.0,Karachi,Cash,2011.0
Suzuki,Used,Petrol,25000.0,Bolan,475000.0,Kasur,Cash,2012.0
Suzuki,Used,CNG,87000.0,Cultus VXR,530000.0,Karachi,Cash,2005.0
Toyota,Used,CNG,80000.0,86,280000.0,Karachi,Cash,1987.0
Suzuki,Used,CNG,100000.0,Cultus VXR,670000.0,Karachi,Cash,2010.0
KIA,Used,Petrol,100000.0,Sportage,600000.0,Karachi,Cash,2004.0
Honda,Used,CNG,146500.0,City IDSI,700000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,41000.0,Every Wagon,1200000.0,Lahore,Cash,2016.0
Suzuki,Used,Petrol,66000.0,Khyber,230000.0,Lahore,Cash,1997.0
Suzuki,New,Petrol,53000.0,Bolan,665000.0,Karachi,Cash,2015.0
Daihatsu,Used,CNG,80000.0,Other,260000.0,Karachi,Cash,1988.0
Suzuki,Used,Petrol,40000.0,Bolan,190000.0,Islamabad,Installment/Leasing,2014.0
Mitsubishi,Used,Petrol,12345.0,Lancer,400000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,100000.0,Khyber,225000.0,Karachi,Cash,1995.0
Suzuki,Used,CNG,22.0,Cultus VXR,425000.0,Lahore,Cash,2006.0
Honda,Used,Petrol,62000.0,City Aspire,1800000.0,Lahore,Cash,2016.0
Toyota,Used,CNG,1.0,Sprinter,255000.0,Karachi,Cash,1993.0
Suzuki,Used,CNG,194080.0,Bolan,290000.0,Karachi,Cash,1991.0
Daihatsu,Used,Hybrid,37000.0,Cuore,465000.0,Karachi,Cash,2007.0
Suzuki,New,CNG,70000.0,Cultus VXR,620000.0,Karachi,Cash,2009.0
Suzuki,Used,Petrol,9000.0,Bolan,550000.0,Karachi,Cash,2009.0
Mitsubishi,Used,CNG,1200.0,Lancer,135000.0,Karachi,Cash,1991.0
Suzuki,Used,CNG,11485.0,Bolan,285000.0,Karachi,Cash,1991.0
Honda,New,Petrol,82000.0,Civic VTi Oriel Prosmatec,1250000.0,Karachi,Cash,2009.0
Suzuki,New,CNG,1.0,FX,210000.0,Karachi,Cash,1987.0
Toyota,New,Hybrid,34000.0,Aqua,1675000.0,Islamabad,Cash,2014.0
Suzuki,Used,CNG,100000.0,Cultus VX,410000.0,Karachi,Cash,2000.0
Suzuki,Used,CNG,1.0,Mehran VX,170000.0,Karachi,Cash,1989.0
Suzuki,Used,Petrol,90000.0,Cultus VXR,550000.0,Hyderabad,Cash,2006.0
Nissan,New,Petrol,51000.0,Dayz,1195000.0,Islamabad,Cash,2015.0
Suzuki,Used,CNG,65.0,Bolan,520000.0,Karachi,Cash,2009.0
Honda,New,Petrol,112333.0,City Vario,1200000.0,Lahore,Cash,2010.0
Suzuki,Used,CNG,1.0,Khyber,145000.0,Karachi,Cash,1988.0
Toyota,Used,Petrol,43000.0,Corolla GLI,1850000.0,Karachi,Cash,2016.0
Toyota,New,Petrol,10.0,iQ,300000.0,Karachi,Installment/Leasing,2015.0
Toyota,Used,Petrol,91000.0,Corolla GLI,1750000.0,Islamabad,Cash,2014.0
Suzuki,Used,Petrol,69764.0,Cultus VXR,775000.0,Karachi,Cash,2013.0
Toyota,New,Petrol,65000.0,Vitz,1400000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,100000.0,Alto,350000.0,Karachi,Cash,2002.0
Suzuki,Used,Petrol,1.0,Alto,370000.0,Karachi,Cash,2003.0
Honda,Used,CNG,125888.0,Accord,580000.0,Karachi,Cash,1996.0
Suzuki,Used,CNG,138000.0,Liana,640000.0,Karachi,Cash,2009.0
Mitsubishi,Used,Petrol,10000.0,Pajero Mini,360000.0,Karachi,Cash,1996.0
Nissan,Used,CNG,230000.0,Other,150000.0,Karachi,Cash,1983.0
Suzuki,Used,CNG,60000.0,Bolan,300000.0,Karachi,Cash,1994.0
Suzuki,New,Petrol,20800.0,Wagon R,1225000.0,Lahore,Cash,2017.0
Suzuki,Used,LPG,12345.0,Carry,150000.0,Karachi,Cash,1981.0
Suzuki,Used,CNG,800000.0,Mehran VXR,320000.0,Karachi,Cash,2006.0
Suzuki,Used,Hybrid,2500.0,Alto,1025000.0,Sialkot,Cash,2018.0
Daihatsu,Used,CNG,1.0,Atrai Wagon,140000.0,Karachi,Cash,1986.0
Honda,Used,Petrol,35000.0,City IVTEC,1235000.0,Karachi,Cash,2010.0
Suzuki,Used,Petrol,193000.0,Alto Lapin,470000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,100.0,Alto,415000.0,Karachi,Cash,2005.0
Toyota,New,Petrol,65000.0,Vitz,1670000.0,Karachi,Cash,2015.0
Nissan,Used,Petrol,200000.0,Clipper,710000.0,Karachi,Cash,2012.0
Honda,Used,Petrol,79000.0,City IDSI,940000.0,Karachi,Cash,2008.0
Suzuki,Used,Petrol,173000.0,Cultus VXR,715000.0,Karachi,Cash,2011.0
Suzuki,Used,Petrol,300000.0,Other,725000.0,Lahore,Cash,2008.0
Honda,Used,Petrol,88000.0,Civic EXi,900000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,99999.0,Corolla XLI,1265000.0,Karachi,Cash,2012.0
Mitsubishi,Used,Petrol,55052.0,EK Space Custom,1200000.0,Karachi,Cash,2014.0
Toyota,New,Petrol,1.0,Vitz,710000.0,Karachi,Cash,2006.0
Suzuki,Used,Petrol,37150.0,Wagon R,1125000.0,Karachi,Cash,2013.0
KIA,Used,CNG,1.0,Pride,150000.0,Karachi,Cash,1995.0
Suzuki,Used,Petrol,120000.0,Alto,520000.0,Karachi,Cash,2008.0
Toyota,Used,Petrol,130000.0,Vitz,850000.0,Karachi,Cash,2005.0
Honda,Used,Petrol,18600.0,City Aspire,1925000.0,Islamabad,Cash,2016.0
Toyota,Used,Petrol,85010.0,Corolla GLI,916000.0,Karachi,Cash,2004.0
Toyota,New,Diesel,200000.0,Corolla 2.0 D,765000.0,Karachi,Cash,2004.0
Honda,Used,Petrol,123456.0,Civic EXi,425000.0,Karachi,Cash,1996.0
Suzuki,Used,Petrol,6000.0,Cultus VXR,570000.0,Karachi,Cash,2008.0
Daihatsu,New,Petrol,7000.0,Move,1275000.0,Lahore,Cash,2016.0
Toyota,Used,Petrol,9.0,Other,150000.0,Karachi,Cash,1996.0
Toyota,Used,CNG,100000.0,Corolla XE,195000.0,Karachi,Cash,1985.0
Honda,Used,Petrol,153000.0,Civic VTi Oriel Prosmatec,650000.0,Karachi,Cash,2007.0
Honda,Used,CNG,83500.0,City IDSI,880000.0,Karachi,Cash,2007.0
Hyundai,Used,Petrol,1234.0,Santro,675000.0,Lahore,Cash,2008.0
Nissan,Used,Petrol,74000.0,Wingroad,920000.0,Karachi,Cash,2006.0
Honda,Used,CNG,1.0,Civic EXi,350000.0,Karachi,Cash,1995.0
Daihatsu,New,Petrol,67000.0,Mira,875000.0,Karachi,Cash,2011.0
Suzuki,Used,Petrol,55000.0,Mehran VX,470000.0,Rawalpindi,Cash,2011.0
Suzuki,Used,Petrol,80000.0,Alto,950000.0,Karachi,Cash,2017.0
Suzuki,Used,CNG,15000.0,Alto,385000.0,Karachi,Cash,2005.0
Toyota,Used,Petrol,120000.0,Wish,1400000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,27000.0,Mehran VX,560000.0,Islamabad,Cash,2015.0
Daihatsu,Used,CNG,12345.0,Cuore,550000.0,Karachi,Installment/Leasing,2007.0
Toyota,Used,Petrol,82101.0,Corolla GLI,1370000.0,Karachi,Cash,2012.0
Suzuki,Used,Petrol,1.0,Cultus VXR,560000.0,Karachi,Cash,2005.0
Suzuki,Used,CNG,20000.0,Alto,335000.0,Karachi,Cash,2004.0
Honda,Used,Petrol,1.0,Civic Prosmetic,515000.0,Lahore,Cash,1995.0
Suzuki,Used,Petrol,80000.0,Swift,1050000.0,Lahore,Cash,2012.0
Daihatsu,Used,Petrol,18000.0,Cuore,520000.0,Karachi,Cash,2006.0
Suzuki,New,Petrol,10.0,Every,240000.0,Karachi,Installment/Leasing,2018.0
Toyota,Used,Petrol,73000.0,Corolla XLI,1450000.0,Karachi,Cash,2014.0
Suzuki,Used,CNG,63000.0,Mehran VX,425000.0,Bahawalpur,Cash,2012.0
Suzuki,New,Petrol,444.0,Wagon R,500000.0,Karachi,Cash,2018.0
Suzuki,New,Petrol,1500.0,Mehran VXR,820000.0,Karachi,Cash,2018.0
Toyota,Used,Petrol,86000.0,Corolla GLI,198000.0,Islamabad,Installment/Leasing,2011.0
Daihatsu,Used,Petrol,119800.0,Mira,860000.0,Karachi,Cash,2008.0
Honda,Used,Petrol,145345.0,Zest,450000.0,Karachi,Cash,2005.0
Daihatsu,Used,Petrol,40000.0,Cuore,156000.0,Islamabad,Installment/Leasing,2012.0
Toyota,Used,Petrol,140000.0,Passo,925000.0,Multan,Cash,2007.0
Suzuki,Used,CNG,74000.0,Cultus VXR,650000.0,Karachi,Cash,2009.0
Daihatsu,Used,Petrol,102556.0,Cast,900000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,80000.0,Other,500000.0,Islamabad,Cash,2005.0
Honda,New,Petrol,20.0,CR-V,1900000.0,Karachi,Installment/Leasing,2014.0
Suzuki,Used,CNG,68000.0,Mehran VX,550000.0,Abbottabad,Cash,2011.0
Suzuki,Used,CNG,1.0,Cultus VXR,555000.0,Karachi,Cash,2007.0
Mitsubishi,New,Petrol,61000.0,I,690000.0,Karachi,Cash,2016.0
Mercedes,Used,Diesel,140000.0,C Class,1600000.0,Lahore,Cash,2003.0
Honda,Used,CNG,120000.0,City IDSI,530000.0,Karachi,Cash,2002.0
Nissan,Used,Petrol,703200.0,120 Y,180000.0,Karachi,Cash,1974.0
Honda,New,Petrol,67200.0,Acty,750000.0,Karachi,Cash,2015.0
Mitsubishi,New,Petrol,20000.0,Ek Wagon,1100000.0,Karachi,Cash,2014.0
Audi,Used,Petrol,85000.0,Other,1520000.0,Karachi,Cash,2015.0
Honda,Used,Petrol,50000.0,Civic EXi,180000.0,Karachi,Cash,1987.0
Suzuki,Used,CNG,89000.0,Alto,415000.0,Karachi,Cash,2005.0
Suzuki,Used,Petrol,48000.0,Mehran VXR,730000.0,Karachi,Cash,2016.0
Suzuki,New,Petrol,50000.0,Wagon R,1175000.0,Lahore,Cash,2015.0
Toyota,Used,Petrol,200000.0,Other,470000.0,Karachi,Cash,1988.0
Suzuki,Used,CNG,100000.0,Cultus VXR,420000.0,Karachi,Cash,2004.0
Suzuki,Used,CNG,90000.0,Cultus VXR,570000.0,Karachi,Cash,2007.0
Toyota,Used,Diesel,150000.0,Corolla 2.0 D,815000.0,Karachi,Cash,2003.0
Toyota,Used,Petrol,87000.0,Corolla GLI,1350000.0,Karachi,Cash,2011.0
Daihatsu,Used,Petrol,106000.0,Other,550000.0,Karachi,Cash,2003.0
Mitsubishi,Used,Petrol,103000.0,Lancer,790000.0,Karachi,Cash,2007.0
Suzuki,Used,CNG,200000.0,Khyber,140000.0,Karachi,Cash,1988.0
Toyota,Used,CNG,99000.0,Corolla XE,500000.0,Karachi,Cash,1994.0
Nissan,Used,Petrol,200000.0,Sunny,700000.0,Karachi,Cash,2006.0
Honda,New,Petrol,58000.0,City IVTEC,1450000.0,Lahore,Cash,2014.0
Honda,Used,CNG,185000.0,Civic EXi,165000.0,Karachi,Cash,1985.0
Suzuki,Used,CNG,93000.0,Khyber,290000.0,Karachi,Cash,1998.0
Suzuki,New,Petrol,85000.0,Mehran VXR,590000.0,Karachi,Cash,2015.0
Suzuki,Used,Petrol,93000.0,Cultus VXR,520000.0,Karachi,Cash,2004.0
Nissan,Used,Petrol,35000.0,Roox,1040000.0,Karachi,Cash,2014.0
Mercedes,New,Petrol,32999.0,Smart,1865000.0,Karachi,Cash,2015.0
Chevrolet,Used,CNG,110000.0,Other,350000.0,Karachi,Cash,2006.0
Toyota,Used,Petrol,200000.0,Vitz,725000.0,Karachi,Cash,1999.0
Suzuki,Used,CNG,44525.0,Mehran VX,285000.0,Karachi,Cash,2007.0
Honda,Used,Hybrid,42000.0,CR-Z,1700000.0,Karachi,Cash,2011.0
Suzuki,Used,CNG,200000.0,Other,200000.0,Karachi,Cash,2002.0
Suzuki,New,Petrol,12.0,Bolan,200000.0,Karachi,Installment/Leasing,2017.0
Suzuki,Used,Petrol,70000.0,Liana,250000.0,Karachi,Installment/Leasing,2015.0
Suzuki,Used,Petrol,85000.0,Alto,895000.0,Karachi,Cash,2012.0
Daihatsu,Used,Petrol,45000.0,Move,1250000.0,Karachi,Cash,2014.0
Honda,Used,Petrol,30000.0,Vamos,1020000.0,Karachi,Cash,2018.0
Toyota,Used,Petrol,44444.0,Corrolla Altis,875000.0,Karachi,Cash,2007.0
Suzuki,Used,Petrol,42500.0,Wagon R,1025000.0,Karachi,Cash,2016.0
FAW,New,Petrol,147701.0,X-PV,680000.0,Lahore,Cash,2015.0
Suzuki,Used,Petrol,71230.0,Every,820000.0,Lahore,Cash,2010.0
Nissan,New,Petrol,26000.0,Dayz,1100000.0,Karachi,Cash,2017.0
Toyota,New,Petrol,45000.0,Corolla GLI,1920000.0,Lahore,Cash,2016.0
Suzuki,Used,Petrol,72000.0,Mehran VX,370000.0,Faisalabad,Cash,2004.0
Honda,Used,CNG,10.0,Other,100000.0,Karachi,Cash,1983.0
Toyota,Used,Petrol,100000.0,Vitz,1030000.0,Lahore,Cash,2003.0
Honda,New,Petrol,190000.0,Civic VTi,450000.0,Karachi,Cash,1998.0
Honda,New,Petrol,42000.0,City IVTEC,1585000.0,Karachi,Cash,2015.0
Daihatsu,Used,Petrol,1.0,Other,200000.0,Karachi,Cash,1986.0
Suzuki,Used,CNG,107321.0,Cultus VXR,585000.0,Lahore,Cash,2008.0
Honda,Used,CNG,10000.0,Civic EXi,160000.0,Karachi,Cash,1984.0
Suzuki,Used,Petrol,96000.0,Liana,200000.0,Karachi,Installment/Leasing,2009.0
Toyota,Used,Petrol,64000.0,Corolla GLI,1375000.0,Karachi,Cash,2012.0
Honda,Used,Petrol,15000.0,Accord,300000.0,Karachi,Installment/Leasing,2005.0
Daihatsu,Used,CNG,100000.0,Charade,245000.0,Karachi,Cash,1988.0
Suzuki,New,CNG,97000.0,Cultus VXR,765000.0,Karachi,Cash,2011.0
Honda,Used,Petrol,73021.0,Zest Spark,970000.0,Karachi,Cash,2010.0
Honda,New,Petrol,1.0,Life,250000.0,Karachi,Installment/Leasing,2018.0
Chevrolet,Used,Petrol,87000.0,Matiz,355000.0,Karachi,Cash,2009.0
Toyota,Used,CNG,1.0,86,180000.0,Karachi,Cash,1986.0
Suzuki,Used,Petrol,60000.0,Mehran VX,595000.0,Lahore,Cash,2013.0
Suzuki,Used,CNG,2.0,Alto,425000.0,Karachi,Cash,2007.0
Honda,Used,CNG,100000.0,Civic EXi,390000.0,Karachi,Cash,1994.0
Toyota,Used,Petrol,1.0,Vitz,1400000.0,Karachi,Cash,2012.0
Suzuki,Used,CNG,1.0,Cultus VXR,500000.0,Karachi,Cash,2007.0
Toyota,Used,CNG,1.0,Sprinter,265000.0,Karachi,Cash,1989.0
